,fracs_per_day,volume_per_day,avg_volh2o_per_ft,APIs
2014-03-01,76,45096517.45971251,1141.39598534689,"[42255333240000, 42255333240000, 42255333240000, 42255333240000, 42255333240000, 42255333240000, 42255333240000, 42255333240000, 42255331980000, 42255332010000, 42255332020000, 42255332000000, 42255333410000, 42255329920000, 42255329920000, 42255329920000, 42255329920000, 42255329920000, 42255329920000, 42255329920000, 42255331850000, 42255333950000, 42255329920000, 42255333420000, 42255329910000, 42255329910000, 42255334120000, 42255329910000, 42255329910000, 42255329910000, 42255329910000, 42255329910000, 42255329910000, 42255331860000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255333220000, 42255332170000, 42255333220000, 42255333220000, 42255333220000, 42255333220000, 42255333220000, 42255333830000, 42255331970000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255333220000, 42255333220000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255332960000, 42255331450000, 42255334370000, 42255331440000, 42255332980000, 42255332710000, 42255334360000, 42255332970000]"
2014-03-02,74,44063665.45971251,1152.509405712531,"[42255333240000, 42255333240000, 42255333240000, 42255333240000, 42255333240000, 42255333240000, 42255333240000, 42255333240000, 42255331980000, 42255332010000, 42255332020000, 42255332000000, 42255329920000, 42255329920000, 42255329920000, 42255329920000, 42255329920000, 42255329920000, 42255329920000, 42255331850000, 42255333950000, 42255329920000, 42255329910000, 42255329910000, 42255334120000, 42255329910000, 42255329910000, 42255329910000, 42255329910000, 42255329910000, 42255329910000, 42255331860000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255333220000, 42255332170000, 42255333220000, 42255333220000, 42255333220000, 42255333220000, 42255333220000, 42255333830000, 42255331970000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255333220000, 42255333220000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255332960000, 42255331450000, 42255334370000, 42255331440000, 42255332980000, 42255332710000, 42255334360000, 42255332970000]"
2014-03-03,73,43052197.106898665,1189.642315276048,"[42255333240000, 42255333240000, 42255333240000, 42255333240000, 42255333240000, 42255333240000, 42255333240000, 42255333240000, 42255332020000, 42255329920000, 42255329920000, 42255329920000, 42255329920000, 42255329920000, 42255329920000, 42255329920000, 42255331850000, 42255333950000, 42255329920000, 42255329910000, 42255329910000, 42255329910000, 42255329910000, 42255329910000, 42255329910000, 42255329910000, 42255329910000, 42255331860000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255333220000, 42255332170000, 42255333220000, 42255333220000, 42255333220000, 42255333220000, 42255333220000, 42255331970000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255333220000, 42255333220000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255332960000, 42255331450000, 42255334370000, 42255331440000, 42255332980000, 42255332710000, 42255334360000, 42255332970000, 42255333090000, 42255334400000, 42255332750000, 42255333100000]"
2014-03-04,48,23011285.273565322,1064.8314078282829,"[42255331850000, 42255333950000, 42255331860000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255333220000, 42255332170000, 42255333220000, 42255333220000, 42255333220000, 42255333220000, 42255333220000, 42255331970000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255333220000, 42255333220000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255332960000, 42255331450000, 42255334370000, 42255331440000, 42255332980000, 42255332710000, 42255334360000, 42255332970000, 42255333090000, 42255334400000, 42255332750000, 42255333100000]"
2014-03-05,50,24348819.181898657,1055.2980418939396,"[42255331850000, 42255333950000, 42255331860000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255333220000, 42255332170000, 42255333220000, 42255333220000, 42255333220000, 42255333220000, 42255333220000, 42255331970000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255333220000, 42255333220000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255332960000, 42255331450000, 42255334370000, 42255331440000, 42255332980000, 42255332710000, 42255334360000, 42255332970000, 42255333090000, 42255334400000, 42255332750000, 42255333100000, 42255333810000, 42255335510000]"
2014-03-06,48,22679567.58189866,1066.3369044349747,"[42255331850000, 42255333950000, 42255331860000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255333220000, 42255332170000, 42255333220000, 42255333220000, 42255333220000, 42255333220000, 42255333220000, 42255331970000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255333220000, 42255333220000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255332960000, 42255334370000, 42255332980000, 42255332710000, 42255334360000, 42255332970000, 42255333090000, 42255334400000, 42255332750000, 42255333100000, 42255333810000, 42255335510000]"
2014-03-07,48,22679567.58189866,1066.3369044349747,"[42255331850000, 42255333950000, 42255331860000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255333220000, 42255332170000, 42255333220000, 42255333220000, 42255333220000, 42255333220000, 42255333220000, 42255331970000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255332600000, 42255333220000, 42255333220000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255332960000, 42255334370000, 42255332980000, 42255332710000, 42255334360000, 42255332970000, 42255333090000, 42255334400000, 42255332750000, 42255333100000, 42255333810000, 42255335510000]"
2014-03-08,33,14475321.748565324,1103.5955868916437,"[42255331850000, 42255333950000, 42255331860000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255331970000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255332960000, 42255334370000, 42255332980000, 42255332710000, 42255334360000, 42255332970000, 42255333090000, 42255334400000, 42255332750000, 42255333100000, 42255333810000, 42255335510000, 42255334350000]"
2014-03-09,34,14909605.748565324,1073.5560330882352,"[42255331850000, 42255333950000, 42255331860000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255331970000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255332960000, 42255334370000, 42255332980000, 42255332710000, 42255334360000, 42255332970000, 42255333090000, 42255334400000, 42255332750000, 42255333100000, 42255333810000, 42255335510000, 42255334350000, 42255332730000]"
2014-03-10,33,14218034.43445421,1079.9470331726352,"[42255331850000, 42255333950000, 42255331860000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255331970000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255332960000, 42255334370000, 42255332980000, 42255334360000, 42255332970000, 42255333090000, 42255334400000, 42255332750000, 42255333100000, 42255335510000, 42255334350000, 42255332730000, 42255333920000]"
2014-03-11,31,12214000.43445421,1079.8352704056697,"[42255331850000, 42255333950000, 42255331860000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255331970000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255332960000, 42255334370000, 42255332980000, 42255334360000, 42255332970000, 42255333090000, 42255332750000, 42255333100000, 42255335510000, 42255334350000, 42255333920000]"
2014-03-12,39,21638392.43445421,995.6323478049729,"[42255331850000, 42255333950000, 42255331860000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255331970000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255332960000, 42255334370000, 42255332980000, 42255334360000, 42255332970000, 42255333090000, 42255332750000, 42255333100000, 42255335510000, 42255334350000, 42255333920000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255333170000]"
2014-03-13,53,33815060.71778755,1040.8849844911379,"[42255331850000, 42255333950000, 42255331860000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255331970000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255332960000, 42255332980000, 42255332970000, 42255333090000, 42255332750000, 42255333100000, 42255335510000, 42255333920000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255330650000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255329550000]"
2014-03-14,62,41989351.070351645,1043.9710595674487,"[42255331850000, 42255333950000, 42255331860000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255332170000, 42255331970000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255331960000, 42255333090000, 42255332750000, 42255333100000, 42255335510000, 42255333920000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255330650000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255329550000, 42255335060000, 42255335130000, 42255335410000, 42255335420000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000]"
2014-03-15,47,37173800.18701832,1052.617682382334,"[42255331850000, 42255333950000, 42255331860000, 42255333090000, 42255332750000, 42255333100000, 42255335510000, 42255333920000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255333170000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255330650000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255329550000, 42255335060000, 42255335130000, 42255335410000, 42255335420000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255333600000, 42255333630000]"
2014-03-16,39,27562368.600018315,1121.8004657148408,"[42255331850000, 42255333950000, 42255331860000, 42255333090000, 42255332750000, 42255333100000, 42255335510000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255330650000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255334100000, 42255329550000, 42255335060000, 42255335130000, 42255335410000, 42255335420000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255333600000, 42255333630000, 42255332210000]"
2014-03-17,30,18329939.300018318,1245.7210978535354,"[42255331850000, 42255333950000, 42255333090000, 42255332750000, 42255333100000, 42255335510000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255330650000, 42255329550000, 42255335060000, 42255335130000, 42255335410000, 42255335420000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255333600000, 42255333630000, 42255332210000]"
2014-03-18,31,19763208.41112943,1284.345331744868,"[42255331850000, 42255333950000, 42255333090000, 42255332750000, 42255333100000, 42255335510000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255330650000, 42255329550000, 42255335060000, 42255335130000, 42255335410000, 42255335420000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255333600000, 42255333630000, 42255332210000, 42255331720000]"
2014-03-19,39,27119489.300018318,1342.4056521950276,"[42255331850000, 42255333950000, 42255333090000, 42255332750000, 42255333100000, 42255335510000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255330650000, 42255329550000, 42255335060000, 42255335130000, 42255335410000, 42255335420000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255333600000, 42255333630000, 42255332210000, 42255331720000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000]"
2014-03-20,40,28910642.300018314,1325.8071870265153,"[42255331850000, 42255333950000, 42255333090000, 42255332750000, 42255333100000, 42255335510000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255330650000, 42255329550000, 42255335060000, 42255335130000, 42255335410000, 42255335420000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255335150000, 42255333600000, 42255333630000, 42255332210000, 42255331720000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255334230000]"
2014-03-21,30,20616420.99809524,1432.475031565657,"[42255333950000, 42255333090000, 42255332750000, 42255333100000, 42255335510000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255330650000, 42255329550000, 42255335060000, 42255335130000, 42255335410000, 42255335420000, 42255333600000, 42255333630000, 42255331720000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255334230000]"
2014-03-22,30,20865517.474285714,1413.83009469697,"[42255333090000, 42255332750000, 42255333100000, 42255335510000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255330650000, 42255329550000, 42255335060000, 42255335130000, 42255335410000, 42255335420000, 42255333600000, 42255331720000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255334230000, 42255333610000, 42255333620000]"
2014-03-23,28,19981953.224285714,1469.3300933441562,"[42255333090000, 42255332750000, 42255333100000, 42255335510000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255330650000, 42255329550000, 42255335410000, 42255335420000, 42255333600000, 42255331720000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255333610000, 42255333620000, 42255334820000]"
2014-03-24,28,19981953.224285714,1469.3300933441562,"[42255333090000, 42255332750000, 42255333100000, 42255335510000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255330650000, 42255329550000, 42255335410000, 42255335420000, 42255333600000, 42255331720000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255333610000, 42255333620000, 42255334820000]"
2014-03-25,33,20104611.157619048,1365.331588613407,"[42255335510000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255330650000, 42255329550000, 42255335410000, 42255335420000, 42255333600000, 42255331720000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255333610000, 42255333620000, 42255334820000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000]"
2014-03-26,32,19396746.99095238,1357.7237571022729,"[42255335510000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255335410000, 42255335420000, 42255333600000, 42255331720000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255333610000, 42255333620000, 42255334820000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000]"
2014-03-27,30,17550584.84761905,1362.0441111111113,"[42255335510000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255333600000, 42255331720000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255333610000, 42255333620000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334010000]"
2014-03-28,29,16117315.73650794,1324.767275339603,"[42255335510000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255329550000, 42255333600000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255329530000, 42255333610000, 42255333620000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334010000]"
2014-03-29,14,6753380.640952381,1038.2539526515152,"[42255335510000, 42255333600000, 42255333610000, 42255333620000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334010000, 42255335870000]"
2014-03-30,12,5545933.498095239,1077.897761679293,"[42255335510000, 42255333600000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334010000, 42255335870000]"
2014-03-31,12,5545933.498095239,1077.897761679293,"[42255335510000, 42255333600000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334010000, 42255335870000]"
2014-04-01,14,6413514.298095238,1099.9636658549784,"[42255335510000, 42255333600000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334010000, 42255335870000, 42255331190000, 42255331170000]"
2014-04-02,14,5049581.115595238,1145.8687908549782,"[42255335510000, 42255333600000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255331190000, 42255331170000, 42255334000000, 42255335580000]"
2014-04-03,16,5590994.697294584,1061.045845407197,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255331190000, 42255331170000, 42255334000000, 42255335580000, 42255333820000, 42255333000000, 42255333040000]"
2014-04-04,16,5590994.697294584,1061.045845407197,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255331190000, 42255331170000, 42255334000000, 42255335580000, 42255333820000, 42255333000000, 42255333040000]"
2014-04-05,16,5590994.697294584,1061.045845407197,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255331190000, 42255331170000, 42255334000000, 42255335580000, 42255333820000, 42255333000000, 42255333040000]"
2014-04-06,16,5590994.697294584,1061.045845407197,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255331190000, 42255331170000, 42255334000000, 42255335580000, 42255333820000, 42255333000000, 42255333040000]"
2014-04-07,16,5590994.697294584,1061.045845407197,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255331190000, 42255331170000, 42255334000000, 42255335580000, 42255333820000, 42255333000000, 42255333040000]"
2014-04-08,16,5590994.697294584,1061.045845407197,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255331190000, 42255331170000, 42255334000000, 42255335580000, 42255333820000, 42255333000000, 42255333040000]"
2014-04-09,16,6400476.832294584,1069.95215719697,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255331190000, 42255331170000, 42255335580000, 42255333820000, 42255333000000, 42255333040000, 42255335220000]"
2014-04-10,24,14574162.165627917,1100.3130542929293,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255331190000, 42255331170000, 42255335580000, 42255333820000, 42255333000000, 42255333040000, 42255335220000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000]"
2014-04-11,23,13238496.908127915,1060.1642636693014,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255331190000, 42255331170000, 42255333820000, 42255333000000, 42255333040000, 42255335220000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000]"
2014-04-12,23,13238496.908127915,1060.1642636693014,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255331190000, 42255331170000, 42255333820000, 42255333000000, 42255333040000, 42255335220000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000]"
2014-04-13,21,12530860.463683471,1103.6942656926403,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255331190000, 42255331170000, 42255333040000, 42255335220000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000]"
2014-04-14,22,12957600.068683473,1116.4736053719007,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255331190000, 42255331170000, 42255333040000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255335570000, 42255335310000]"
2014-04-15,22,12957600.068683473,1116.4736053719007,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255331190000, 42255331170000, 42255333040000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255335570000, 42255335310000]"
2014-04-16,22,12957600.068683473,1116.4736053719007,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255331190000, 42255331170000, 42255333040000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255331920000, 42255335570000, 42255335310000]"
2014-04-17,19,8227170.178939884,1046.5207436204148,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255333040000, 42255335570000, 42255335310000, 42255332760000, 42255336160000, 42255335100000, 42255335090000, 42255334490000, 42255330040000, 42255334470000]"
2014-04-18,37,29121226.34560655,1284.4851300163803,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255333040000, 42255335570000, 42255335310000, 42255332760000, 42255336160000, 42255335100000, 42255335090000, 42255334490000, 42255330040000, 42255334470000, 42255331600000, 42255331600000, 42255331600000, 42255331600000, 42255331600000, 42255331600000, 42255334150000, 42255334500000, 42255331590000, 42255331590000, 42255331590000, 42255331590000, 42255331600000, 42255331600000, 42255331590000, 42255331590000, 42255331590000, 42255331590000]"
2014-04-19,38,29487621.891061097,1270.7703648325362,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255333040000, 42255335570000, 42255335310000, 42255332760000, 42255336160000, 42255335100000, 42255335090000, 42255334490000, 42255330040000, 42255334470000, 42255331600000, 42255331600000, 42255331600000, 42255331600000, 42255331600000, 42255331600000, 42255334150000, 42255334500000, 42255331590000, 42255331590000, 42255331590000, 42255331590000, 42255331600000, 42255331600000, 42255331590000, 42255331590000, 42255331590000, 42255331590000, 42255333910000]"
2014-04-20,38,28839398.0910611,1280.7642045454547,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255333040000, 42255335570000, 42255332760000, 42255336160000, 42255335100000, 42255335090000, 42255334490000, 42255330040000, 42255334470000, 42255331600000, 42255331600000, 42255331600000, 42255331600000, 42255331600000, 42255331600000, 42255334150000, 42255334500000, 42255331590000, 42255331590000, 42255331590000, 42255331590000, 42255331600000, 42255331600000, 42255331590000, 42255331590000, 42255331590000, 42255331590000, 42255333910000, 42255335120000]"
2014-04-21,54,38907496.75772777,1219.084659090909,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255333040000, 42255335570000, 42255332760000, 42255336160000, 42255335100000, 42255335090000, 42255334490000, 42255330040000, 42255334470000, 42255331600000, 42255331600000, 42255331600000, 42255331600000, 42255331600000, 42255331600000, 42255334150000, 42255334500000, 42255331590000, 42255331590000, 42255331590000, 42255331590000, 42255331600000, 42255331600000, 42255331590000, 42255331590000, 42255331590000, 42255331590000, 42255333910000, 42255335120000, 42255331050000, 42255331120000, 42255331120000, 42255331120000, 42255331120000, 42255331120000, 42255331050000, 42255331120000, 42255331050000, 42255331050000, 42255331050000, 42255331050000, 42255331050000, 42255331050000, 42255331120000, 42255331120000]"
2014-04-22,54,38907496.75772777,1219.084659090909,"[42255335510000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255334330000, 42255333040000, 42255335570000, 42255332760000, 42255336160000, 42255335100000, 42255335090000, 42255334490000, 42255330040000, 42255334470000, 42255331600000, 42255331600000, 42255331600000, 42255331600000, 42255331600000, 42255331600000, 42255334150000, 42255334500000, 42255331590000, 42255331590000, 42255331590000, 42255331590000, 42255331600000, 42255331600000, 42255331590000, 42255331590000, 42255331590000, 42255331590000, 42255333910000, 42255335120000, 42255331050000, 42255331120000, 42255331120000, 42255331120000, 42255331120000, 42255331120000, 42255331050000, 42255331120000, 42255331050000, 42255331050000, 42255331050000, 42255331050000, 42255331050000, 42255331050000, 42255331120000, 42255331120000]"
