,Daily_Avg,Daily_Sum,Daily_Count,Dly_Cnt_Diff,Rig_Count,WTI_Spot_Price,Brent_Spot_Price,fracs_per_day,volume_per_day,avg_volh2o_per_ft
2017-03-21,2.0,2.0,1,1.0,33.0,47.02,50.14,8.0,3900081.7745238096,1123.5832859848485
2017-03-22,2.15,4.3,2,1.0,33.0,47.29,49.56,11.0,7284065.552623358,1456.5874655647383
2017-03-23,0.0,0.0,0,-2.0,33.0,47.0,50.17,13.0,8866934.336714266,1540.7079836829837
2017-03-24,0.0,0.0,0,0.0,33.0,47.3,49.97,12.0,8168279.211714267,1580.886284722222
2017-03-25,0.0,0.0,0,0.0,33.0,47.3,49.97,12.0,8168279.211714267,1580.886284722222
2017-03-26,0.0,0.0,0,0.0,33.0,47.3,49.97,12.0,8168279.211714267,1580.886284722222
2017-03-27,0.0,0.0,0,0.0,33.0,47.02,50.12,12.0,8168279.211714267,1580.886284722222
2017-03-28,0.0,0.0,0,0.0,33.0,48.36,50.72,10.0,6388939.611714266,1728.5654734848486
2017-03-29,0.0,0.0,0,0.0,33.0,49.47,51.36,14.0,10921702.833936488,1568.1728084415586
2017-03-30,0.0,0.0,0,0.0,33.0,50.3,52.25,14.0,10921702.833936488,1568.1728084415586
2017-03-31,0.0,0.0,0,0.0,33.0,50.54,52.2,14.0,10921702.833936488,1568.1728084415586
2017-04-01,0.0,0.0,0,0.0,32.0,50.54,52.2,16.0,11615222.54243851,1688.148259943182
2017-04-02,0.0,0.0,0,0.0,32.0,50.54,52.2,18.0,12829510.91743851,1647.2392045454544
2017-04-03,0.0,0.0,0,0.0,32.0,50.25,52.04,14.0,10985145.774581369,1768.5673971861472
2017-04-04,0.0,0.0,0,0.0,32.0,50.99,53.08,13.0,10151084.86549046,1770.9474358974358
2017-04-05,0.0,0.0,0,0.0,32.0,51.14,53.41,11.0,8490291.788567383,1721.2038911845732
2017-04-06,0.0,0.0,0,0.0,32.0,51.69,53.62,11.0,8490291.788567383,1721.2038911845732
2017-04-07,0.0,0.0,0,0.0,32.0,52.25,54.24,12.0,9983244.788567383,1700.4409248737375
2017-04-08,0.0,0.0,0,0.0,,52.25,54.24,9.0,8141113.566345162,1918.3660774410773
2017-04-09,0.0,0.0,0,0.0,,52.25,54.24,9.0,7492750.211707153,1633.5197180134683
2017-04-10,0.0,0.0,0,0.0,,53.06,54.79,8.0,6907025.545040486,1588.1111032196968
2017-04-11,0.0,0.0,0,0.0,,53.38,54.73,6.0,5309259.670040486,1714.00523989899
2017-04-12,0.0,0.0,0,0.0,,53.12,54.75,5.0,3309755.1700404864,1753.8510606060604
2017-04-13,0.0,0.0,0,0.0,,53.19,55.05,4.0,1509152.1700404857,1766.034706439394
2017-04-14,0.0,0.0,0,0.0,,53.19,55.05,6.0,3466213.430910051,1552.0553977272727
2017-04-15,0.0,0.0,0,0.0,34.0,53.19,55.05,6.0,3466213.430910051,1552.0553977272727
2017-04-16,0.0,0.0,0,0.0,34.0,53.19,55.05,7.0,4962461.31979894,1694.6792748917749
2017-04-17,0.0,0.0,0,0.0,34.0,52.62,54.79,8.0,5770014.319798941,1788.735653409091
2017-04-18,0.0,0.0,0,0.0,34.0,52.46,52.6,8.0,5770014.319798941,1788.735653409091
2017-04-19,0.0,0.0,0,0.0,34.0,50.49,52.43,8.0,4828788.319798941,1737.629356060606
2017-04-20,0.0,0.0,0,0.0,34.0,50.26,50.66,8.0,4828788.319798941,1737.629356060606
2017-04-21,0.0,0.0,0,0.0,34.0,49.64,49.93,8.0,4828788.319798941,1737.629356060606
2017-04-22,0.0,0.0,0,0.0,36.0,49.64,49.93,10.0,6061012.444798941,1576.8041098484848
2017-04-23,0.0,0.0,0,0.0,36.0,49.64,49.93,8.0,5245379.983260479,1719.9818892045455
2017-04-24,0.0,0.0,0,0.0,36.0,48.9,49.45,10.0,6576012.374169569,1640.0520265151513
2017-04-25,0.0,0.0,0,0.0,36.0,49.22,49.37,12.0,17340045.87416957,1610.8014993686868
2017-04-26,0.0,0.0,0,0.0,36.0,49.22,49.99,12.0,16470155.610280681,1502.7018150252525
2017-04-27,0.0,0.0,0,0.0,36.0,48.96,49.46,11.0,6646442.6102806805,1470.1700068870523
2017-04-28,0.0,0.0,0,0.0,36.0,49.31,49.46,11.0,6646442.6102806805,1470.1700068870523
2017-04-29,0.0,0.0,0,0.0,36.0,49.31,49.46,11.0,6646442.6102806805,1470.1700068870523
2017-04-30,0.0,0.0,0,0.0,36.0,49.31,49.46,11.0,6646442.6102806805,1470.1700068870523
2017-05-01,0.0,0.0,0,0.0,36.0,48.83,50.41,9.0,5414218.4852806805,1589.4293139730637
2017-05-02,0.0,0.0,0,0.0,36.0,47.65,49.31,11.0,19770998.09639179,1712.5716081267217
2017-05-03,0.0,0.0,0,0.0,36.0,47.79,48.82,14.0,22182287.25573245,1791.2912608225108
2017-05-04,0.0,0.0,0,0.0,36.0,45.55,47.53,16.0,11124942.84842961,1938.8053858901517
2017-05-05,0.0,0.0,0,0.0,36.0,46.23,47.45,16.0,11050906.10524779,1988.1445667613634
2017-05-06,0.0,0.0,0,0.0,35.0,46.23,47.45,18.0,13025302.981600605,2064.688625841751
2017-05-07,0.0,0.0,0,0.0,35.0,46.23,47.45,18.0,13025302.981600605,2064.688625841751
2017-05-08,0.0,0.0,0,0.0,35.0,46.46,46.61,18.0,16122910.72073104,2152.5275778619525
2017-05-09,0.0,0.0,0,0.0,35.0,45.84,47.06,18.0,16122910.72073104,2152.5275778619525
2017-05-10,0.0,0.0,0,0.0,35.0,47.28,48.09,17.0,15771073.089152092,2130.1959781639925
2017-05-11,0.0,0.0,0,0.0,35.0,47.81,49.18,17.0,15966857.396844398,2059.579467468806
2017-05-12,0.0,0.0,0,0.0,35.0,47.83,49.08,17.0,15651287.36906662,2045.500646167558
2017-05-13,0.0,0.0,0,0.0,37.0,47.83,49.08,16.0,12340931.369066622,2016.6040956439397
2017-05-14,0.0,0.0,0,0.0,37.0,47.83,49.08,17.0,13358517.869066622,2034.0213012477723
2017-05-15,0.0,0.0,0,0.0,37.0,48.86,51.29,17.0,13581066.172096925,2053.644719251337
2017-05-16,0.0,0.0,0,0.0,37.0,48.64,51.21,18.0,14758542.77815753,1972.6918560606064
2017-05-17,0.0,0.0,0,0.0,37.0,49.04,51.76,14.0,11896933.365570119,2088.514826839827
2017-05-18,0.0,0.0,0,0.0,37.0,49.36,51.71,12.0,10297601.43699869,2083.212894570707
2017-05-19,0.0,0.0,0,0.0,37.0,50.32,52.78,12.0,10297601.43699869,2083.212894570707
2017-05-20,0.0,0.0,0,0.0,35.0,50.32,52.78,12.0,10297601.43699869,2083.212894570707
2017-05-21,0.0,0.0,0,0.0,35.0,50.32,52.78,11.0,9248080.865570119,2019.612276170799
2017-05-22,0.0,0.0,0,0.0,35.0,50.81,53.35,11.0,9248080.865570119,2019.612276170799
2017-05-23,0.0,0.0,0,0.0,35.0,51.12,53.19,10.0,8315915.803070118,1939.0992424242424
2017-05-24,0.0,0.0,0,0.0,35.0,50.99,53.29,10.0,8553171.803070117,1929.7192424242426
2017-05-25,0.0,0.0,0,0.0,35.0,48.57,52.25,8.0,7490233.668454734,2097.4538825757577
2017-05-26,0.0,0.0,0,0.0,35.0,49.58,50.84,5.0,5186336.049407115,2292.770681818182
2017-05-27,0.0,0.0,0,0.0,34.0,49.58,50.84,3.0,3259567.9130434785,2419.00946969697
2017-05-28,0.0,0.0,0,0.0,34.0,49.58,50.84,2.0,3698972.666666667,2540.0176136363634
2017-05-29,0.0,0.0,0,0.0,34.0,49.58,52.25,3.0,5972642.666666667,2123.9643939393936
2017-05-30,0.0,0.0,0,0.0,34.0,49.63,50.65,3.0,5972642.666666667,2123.9643939393936
2017-05-31,0.0,0.0,0,0.0,34.0,48.29,49.4,7.0,9200547.76923077,2113.1784361471864
2017-06-01,0.0,0.0,0,0.0,34.0,48.32,50.41,7.0,9200547.76923077,2113.1784361471864
2017-06-02,0.0,0.0,0,0.0,34.0,47.68,48.46,7.0,9157399.76923077,2109.6761634199133
2017-06-03,0.0,0.0,0,0.0,33.0,47.68,48.46,7.0,9157399.76923077,2109.6761634199133
2017-06-04,0.0,0.0,0,0.0,33.0,47.68,48.46,7.0,9157399.76923077,2109.6761634199133
2017-06-05,0.0,0.0,0,0.0,33.0,47.4,48.25,7.0,9157399.76923077,2109.6761634199133
2017-06-06,0.0,0.0,0,0.0,33.0,48.13,48.11,7.0,8907986.26923077,2357.4386634199136
2017-06-07,0.0,0.0,0,0.0,33.0,45.8,47.08,6.0,7365069.602564102,2312.0165088383837
2017-06-08,0.0,0.0,0,0.0,33.0,45.68,46.3,6.0,6899307.452564102,2252.2220580808084
2017-06-09,0.0,0.0,0,0.0,33.0,45.82,46.64,8.0,8326205.852564102,2250.0892708333336
2017-06-10,0.0,0.0,0,0.0,33.0,45.82,46.64,8.0,8326205.852564102,2250.0892708333336
2017-06-11,0.0,0.0,0,0.0,33.0,45.82,46.64,9.0,21635529.852564104,2280.157718855219
2017-06-12,0.0,0.0,0,0.0,33.0,46.1,47.18,9.0,21635529.852564104,2280.157718855219
2017-06-13,0.0,0.0,0,0.0,33.0,46.41,46.95,9.0,8470532.185897436,1815.6729124579124
2017-06-14,0.0,0.0,0,0.0,33.0,44.79,45.47,9.0,7553927.630952381,1586.6085816498316
2017-06-15,0.0,0.0,0,0.0,33.0,44.47,45.61,11.0,11169854.98095238,1689.6617217630853
2017-06-16,0.0,0.0,0,0.0,33.0,44.73,45.7,11.0,11169854.98095238,1689.6617217630853
2017-06-17,0.0,0.0,0,0.0,33.0,44.73,45.7,10.0,9803808.13095238,1651.6510984848487
2017-06-18,0.0,0.0,0,0.0,33.0,44.73,45.7,11.0,22675042.13095238,1723.1131542699725
2017-06-19,0.0,0.0,0,0.0,33.0,44.24,45.93,14.0,28151154.03095238,1854.691325757576
2017-06-20,0.0,0.0,0,0.0,33.0,43.34,43.98,10.0,13530768.364285713,2154.02725
2017-06-21,0.0,0.0,0,0.0,33.0,42.48,44.62,10.0,13398098.764285715,2185.99975
2017-06-22,0.0,0.0,0,0.0,33.0,42.53,44.46,12.0,14827426.288095238,1968.5692834595964
2017-06-23,0.0,0.0,0,0.0,33.0,42.86,44.14,10.0,9402020.288095238,1884.5291628787884
2017-06-24,0.0,0.0,0,0.0,37.0,42.86,44.14,10.0,11283540.288095238,1823.2187083333333
2017-06-25,0.0,0.0,0,0.0,37.0,42.86,44.14,28.0,20852825.088095244,2384.852379599567
2017-06-26,0.0,0.0,0,0.0,37.0,43.24,44.09,38.0,25586830.053612486,2285.6323753987244
2017-06-27,0.0,0.0,0,0.0,37.0,44.25,46.17,38.0,25586830.053612486,2285.6323753987244
2017-06-28,0.0,0.0,0,0.0,37.0,44.74,46.45,37.0,23421640.40361248,2297.2522563472558
2017-06-29,0.0,0.0,0,0.0,37.0,44.88,47.02,35.0,22683755.855993427,2376.0239058441553
2017-06-30,0.0,0.0,0,0.0,37.0,46.02,47.08,35.0,23945216.39885057,2351.953077922078
2017-07-01,0.0,0.0,0,0.0,37.0,46.02,47.08,35.0,23945216.39885057,2351.953077922078
2017-07-02,3.1,3.1,1,1.0,37.0,46.02,47.08,34.0,22400579.665517244,2343.5578319964347
2017-07-03,0.0,0.0,0,-1.0,37.0,46.02,49.13,35.0,23350145.483699057,2366.371964285714
2017-07-04,0.0,0.0,0,0.0,37.0,46.02,49.15,36.0,21119712.47578697,2302.8198818392257
2017-07-05,0.0,0.0,0,0.0,37.0,45.11,47.58,40.0,26128354.43977984,2343.0564732007574
2017-07-06,0.0,0.0,0,0.0,37.0,45.52,48.53,41.0,27700388.039779842,2335.325162324464
2017-07-07,0.0,0.0,0,0.0,37.0,44.25,46.47,41.0,27700388.039779842,2335.325162324464
2017-07-08,0.0,0.0,0,0.0,37.0,44.25,46.47,41.0,27700388.039779842,2335.325162324464
2017-07-09,0.0,0.0,0,0.0,37.0,44.25,46.47,39.0,25883927.30644651,2371.6829406565657
2017-07-10,0.0,0.0,0,0.0,37.0,44.4,46.57,39.0,25883927.30644651,2371.6829406565657
2017-07-11,0.0,0.0,0,0.0,37.0,45.06,46.68,41.0,27545913.306446508,2332.7642791019953
2017-07-12,0.0,0.0,0,0.0,37.0,45.48,46.73,39.0,25722297.930256035,2410.237238442113
2017-07-13,0.0,0.0,0,0.0,37.0,46.06,47.65,39.0,25722297.930256035,2410.237238442113
2017-07-14,0.0,0.0,0,0.0,37.0,46.53,47.89,39.0,24698292.796922702,2390.7632048368296
2017-07-15,0.0,0.0,0,0.0,35.0,46.53,47.89,37.0,22012545.58496799,2383.772994164619
2017-07-16,0.0,0.0,0,0.0,35.0,46.53,47.89,41.0,24119942.08496799,2333.1981990946047
2017-07-17,0.0,0.0,0,0.0,35.0,46.02,47.66,40.0,22658151.17587708,2315.3932108901513
2017-07-18,0.0,0.0,0,0.0,35.0,46.4,47.92,38.0,20666423.62664631,2303.7483502791065
2017-07-19,0.0,0.0,0,0.0,35.0,47.1,48.34,36.0,20483790.493312977,2432.423688973064
2017-07-20,0.0,0.0,0,0.0,35.0,46.73,48.54,36.0,20483790.493312977,2432.423688973064
2017-07-21,0.0,0.0,0,0.0,35.0,45.78,47.47,42.0,24108192.668312978,2379.015137085137
2017-07-22,0.0,0.0,0,0.0,29.0,45.78,47.47,40.0,22446206.668312974,2419.2733749999998
2017-07-23,0.0,0.0,0,0.0,29.0,45.78,47.47,40.0,23647330.080077685,2383.0223238636363
2017-07-24,0.0,0.0,0,0.0,29.0,46.21,47.81,40.0,23647330.080077685,2383.0223238636363
2017-07-25,0.0,0.0,0,0.0,29.0,47.77,49.19,40.0,23647330.080077685,2383.0223238636363
2017-07-26,0.0,0.0,0,0.0,29.0,48.58,50.08,25.0,16877107.097169135,2262.637354545455
2017-07-27,0.0,0.0,0,0.0,29.0,49.05,50.67,27.0,18434898.797169134,2286.2023484848487
2017-07-28,0.0,0.0,0,0.0,29.0,49.72,52.0,18.0,12487677.797169136,2063.129785353535
2017-07-29,0.0,0.0,0,0.0,31.0,49.72,52.0,18.0,12548126.635141162,2165.718804503367
2017-07-30,0.0,0.0,0,0.0,31.0,49.72,52.0,16.0,11700405.482760211,2291.2769434185607
2017-07-31,0.0,0.0,0,0.0,31.0,50.21,51.99,16.0,11700405.482760211,2291.2769434185607
2017-08-01,0.0,0.0,0,0.0,31.0,49.19,50.77,15.0,10990423.349426879,2309.5624265151514
2017-08-02,0.0,0.0,0,0.0,31.0,49.6,52.09,13.0,9584477.849426879,2337.153499125874
2017-08-03,0.0,0.0,0,0.0,31.0,49.03,52.88,14.0,11927755.849426879,2265.3145316558443
2017-08-04,0.0,0.0,0,0.0,31.0,49.57,52.48,15.0,13145566.849426879,2237.3047749999996
2017-08-05,0.0,0.0,0,0.0,28.0,49.57,52.48,15.0,19770768.849426877,2207.359838131313
2017-08-06,0.0,0.0,0,0.0,28.0,49.57,52.48,16.0,20219118.522154152,2361.294166429924
2017-08-07,0.0,0.0,0,0.0,28.0,49.37,51.42,13.0,10171930.965335967,2589.2047666083918
2017-08-08,0.0,0.0,0,0.0,28.0,49.07,52.18,13.0,10171930.965335967,2589.2047666083918
2017-08-09,0.0,0.0,0,0.0,28.0,49.59,52.16,15.0,12196636.63682357,2607.391479545455
2017-08-10,0.0,0.0,0,0.0,28.0,48.54,52.59,15.0,12741176.455005389,2587.4695856060603
2017-08-11,0.0,0.0,0,0.0,28.0,48.81,51.47,17.0,15075217.09660083,2759.7528651960783
2017-08-12,0.0,0.0,0,0.0,30.0,48.81,51.47,20.0,16205093.175183266,2555.8682782196965
2017-08-13,0.0,0.0,0,0.0,30.0,48.81,51.47,18.0,14614499.508516602,2631.4401323653196
2017-08-14,0.0,0.0,0,0.0,30.0,47.59,51.29,18.0,14614499.508516602,2631.4401323653196
2017-08-15,0.0,0.0,0,0.0,30.0,47.57,49.9,21.0,15693120.063380854,2404.1880247113995
2017-08-16,0.0,0.0,0,0.0,30.0,46.8,50.39,23.0,16354980.93396909,2282.6569020092224
2017-08-17,0.0,0.0,0,0.0,30.0,47.07,50.37,25.0,22409417.990635753,2173.0820303030305
2017-08-18,0.0,0.0,0,0.0,30.0,48.59,50.96,24.0,19318744.865635753,2101.208175505051
2017-08-19,0.0,0.0,0,0.0,31.0,48.59,50.96,21.0,16603721.264845239,2057.327263708514
2017-08-20,0.0,0.0,0,0.0,31.0,48.59,50.96,22.0,17463604.558962885,2089.656189738292
2017-08-21,0.0,0.0,0,0.0,31.0,47.39,51.94,23.0,18408772.558962885,2131.1126399868253
2017-08-22,0.0,0.0,0,0.0,31.0,47.65,52.29,50.0,31268940.916105747,1831.164291666667
2017-08-23,0.0,0.0,0,0.0,31.0,48.45,52.31,51.0,30373552.933991928,1834.1509135472372
2017-08-24,0.0,0.0,0,0.0,31.0,47.24,51.73,52.0,31617571.599901017,1873.0184513403265
2017-08-25,0.0,0.0,0,0.0,31.0,47.65,51.87,49.0,27845754.418362558,1873.1653138528138
2017-08-26,0.0,0.0,0,0.0,31.0,47.65,51.87,49.0,27845754.418362558,1873.1653138528138
2017-08-27,0.0,0.0,0,0.0,31.0,47.65,51.87,49.0,27845754.418362558,1873.1653138528138
2017-08-28,0.0,0.0,0,0.0,31.0,46.4,51.87,49.0,27845754.418362558,1873.1653138528138
2017-08-29,0.0,0.0,0,0.0,31.0,46.46,51.64,48.0,27473563.341439478,1893.0983506944447
2017-08-30,0.0,0.0,0,0.0,31.0,45.96,51.91,52.0,29873484.51608063,1927.3639823717951
2017-08-31,0.0,0.0,0,0.0,31.0,47.26,52.69,54.0,31315675.95655682,1914.223642676768
2017-09-01,0.0,0.0,0,0.0,31.0,47.32,53.15,60.0,33822621.58586195,1942.3722316919193
2017-09-02,0.0,0.0,0,0.0,29.0,47.32,53.15,59.0,35486872.4162541,1957.62176104263
2017-09-03,0.0,0.0,0,0.0,29.0,47.32,53.15,59.0,36406842.67766587,1999.6671545326144
2017-09-04,0.0,0.0,0,0.0,29.0,47.32,52.6,57.0,34999223.55266587,1994.9973617091973
2017-09-05,0.0,0.0,0,0.0,29.0,48.63,53.63,59.0,36036975.55266587,1964.0141178094502
2017-09-06,0.0,0.0,0,0.0,29.0,49.13,54.48,32.0,20877161.70721132,2354.357375591856
2017-09-07,0.0,0.0,0,0.0,29.0,49.1,54.16,33.0,25276978.251555216,2241.229230831037
2017-09-08,0.0,0.0,0,0.0,29.0,47.44,54.55,31.0,22331409.35525892,2138.1312083333332
2017-09-09,0.0,0.0,0,0.0,26.0,47.44,54.55,32.0,22832712.864657413,2133.124592684659
2017-09-10,0.0,0.0,0,0.0,26.0,47.44,54.55,41.0,37501146.764657415,1957.5350165373245
2017-09-11,0.0,0.0,0,0.0,26.0,48.06,54.2,58.0,45341678.446475595,2138.397793821839
2017-09-12,0.0,0.0,0,0.0,26.0,48.21,55.06,57.0,43291542.946475595,2148.66559801967
2017-09-13,0.0,0.0,0,0.0,26.0,49.3,55.52,58.0,45339311.74647559,2121.172637082027
2017-09-14,0.0,0.0,0,0.0,26.0,49.86,56.76,59.0,46473970.07980893,2139.8554936440673
2017-09-15,0.0,0.0,0,0.0,26.0,49.9,56.18,50.0,32975714.579808924,2320.5104597727272
2017-09-16,0.0,0.0,0,0.0,27.0,49.9,56.18,52.0,31559869.42596277,2285.0813096590905
2017-09-17,0.0,0.0,0,0.0,27.0,49.9,56.18,49.0,29634082.140248492,2356.835209415584
2017-09-18,0.0,0.0,0,0.0,27.0,49.88,55.5,48.0,29857016.16348081,2358.656455886995
2017-09-19,0.0,0.0,0,0.0,27.0,49.54,56.58,43.0,24542817.52528886,2322.66713794926
2017-09-20,0.0,0.0,0,0.0,27.0,50.29,57.2,42.0,23316976.645288862,2314.7157647907643
2017-09-21,0.0,0.0,0,0.0,27.0,50.58,57.73,43.0,24623946.178622197,2312.6942115926704
2017-09-22,0.0,0.0,0,0.0,27.0,50.33,58.16,43.0,35299668.23208541,2312.9603937632137
2017-09-23,0.0,0.0,0,0.0,27.0,50.33,58.16,43.0,35299668.23208541,2312.9603937632137
2017-09-24,0.0,0.0,0,0.0,27.0,50.33,58.16,43.0,26975682.232085403,2318.8763821353064
2017-09-25,0.0,0.0,0,0.0,27.0,51.85,59.42,44.0,25651371.351454772,2278.8967579201108
2017-09-26,0.0,0.0,0,0.0,27.0,51.59,59.77,48.0,25835904.799007215,2225.247848800505
2017-09-27,0.0,0.0,0,0.0,27.0,52.14,58.74,49.0,28070906.799007215,2231.666770253556
2017-09-28,0.0,0.0,0,0.0,27.0,51.62,58.8,49.0,28070906.799007215,2231.666770253556
2017-09-29,0.0,0.0,0,0.0,27.0,51.67,57.02,48.0,27405359.325323004,2228.264775883838
2017-09-30,0.0,0.0,0,0.0,27.0,51.67,57.02,49.0,27374271.45139138,2110.058421459493
2017-10-01,0.0,0.0,0,0.0,27.0,51.67,57.02,47.0,26511205.84533078,2057.0550008059313
2017-10-02,0.0,0.0,0,0.0,27.0,50.59,55.67,46.0,24900013.84533078,2055.337718214756
2017-10-03,0.0,0.0,0,0.0,27.0,50.44,56.12,46.0,24900013.84533078,2055.337718214756
2017-10-04,0.0,0.0,0,0.0,27.0,50.0,56.0,23.0,12128744.295491133,1868.106875823452
2017-10-05,0.0,0.0,0,0.0,27.0,50.79,57.09,19.0,10725584.015188102,1911.1345594098882
2017-10-06,0.0,0.0,0,0.0,27.0,49.34,55.5,19.0,10725584.015188102,1911.1345594098882
2017-10-07,0.0,0.0,0,0.0,29.0,49.34,55.5,20.0,11771497.848521436,1875.0047537878786
2017-10-08,0.0,0.0,0,0.0,29.0,49.34,55.5,17.0,8482580.522763861,1906.6777295008915
2017-10-09,0.0,0.0,0,0.0,29.0,49.58,55.29,17.0,8482580.522763861,1906.6777295008915
2017-10-10,0.0,0.0,0,0.0,29.0,50.93,56.62,17.0,10692246.767208304,1908.4160427807487
2017-10-11,0.0,0.0,0,0.0,29.0,51.3,56.13,17.0,10692246.767208304,1908.4160427807487
2017-10-12,0.0,0.0,0,0.0,29.0,50.61,56.13,16.0,9330318.100541638,1930.9641571969698
2017-10-13,0.0,0.0,0,0.0,29.0,51.43,56.86,17.0,11174958.300541637,1920.1320521390376
2017-10-14,0.0,0.0,0,0.0,32.0,51.43,56.86,15.0,8167569.467208304,2022.6154671717172
2017-10-15,0.0,0.0,0,0.0,32.0,51.43,56.86,14.0,6208811.267208305,1902.104477813853
2017-10-16,0.0,0.0,0,0.0,32.0,51.86,57.49,15.0,7260362.947977535,2125.7706565656567
2017-10-17,0.0,0.0,0,0.0,32.0,51.87,57.63,15.0,7260362.947977535,2125.7706565656567
2017-10-18,0.0,0.0,0,0.0,32.0,52.05,58.05,15.0,7260362.947977535,2125.7706565656567
2017-10-19,0.0,0.0,0,0.0,32.0,51.29,57.82,14.0,5415722.747977535,2152.838676948052
2017-10-20,0.0,0.0,0,0.0,32.0,51.63,57.89,14.0,5415722.747977535,2152.838676948052
2017-10-21,0.0,0.0,0,0.0,33.0,51.63,57.89,15.0,8397341.081310868,2122.256186868687
2017-10-22,0.0,0.0,0,0.0,33.0,51.63,57.89,15.0,8397341.081310868,2122.256186868687
2017-10-23,0.0,0.0,0,0.0,33.0,51.91,57.69,11.0,6796344.54284933,2177.2861570247933
2017-10-24,0.0,0.0,0,0.0,33.0,52.32,57.84,14.0,8835482.931738218,2207.2682765151517
2017-10-25,0.0,0.0,0,0.0,33.0,51.97,58.45,13.0,5853864.598404886,2246.7426573426574
2017-10-26,0.0,0.0,0,0.0,33.0,52.41,58.75,13.0,5853864.598404886,2246.7426573426574
2017-10-27,0.0,0.0,0,0.0,33.0,53.92,60.15,13.0,5853864.598404886,2246.7426573426574
2017-10-28,0.0,0.0,0,0.0,36.0,53.92,60.15,15.0,7813879.213789501,2268.8965404040405
2017-10-29,0.0,0.0,0,0.0,36.0,53.92,60.15,13.0,5976949.963789502,2296.816069347319
2017-10-30,0.0,0.0,0,0.0,36.0,54.11,60.65,12.0,4771798.73302027,2240.948374368687
2017-10-31,0.0,0.0,0,0.0,36.0,54.36,61.35,12.0,4771798.73302027,2240.948374368687
2017-11-01,0.0,0.0,0,0.0,36.0,54.32,60.98,12.0,4771798.73302027,2240.948374368687
2017-11-02,0.0,0.0,0,0.0,36.0,54.55,60.79,13.0,6237292.73302027,2218.02078962704
2017-11-03,0.0,0.0,0,0.0,36.0,55.63,61.42,15.0,8734146.13302027,2154.954911616162
2017-11-04,0.0,0.0,0,0.0,31.0,55.63,61.42,16.0,9705695.33302027,2135.2736860795458
2017-11-05,0.0,0.0,0,0.0,31.0,55.63,61.42,16.0,9705695.33302027,2135.2736860795458
2017-11-06,0.0,0.0,0,0.0,31.0,57.34,64.27,18.0,11683812.03302027,2124.4096275252527
2017-11-07,0.0,0.0,0,0.0,31.0,57.19,64.36,22.0,14529960.876157526,2076.0965564738294
2017-11-08,0.0,0.0,0,0.0,31.0,56.82,63.96,22.0,14529960.876157526,2076.0965564738294
2017-11-09,0.0,0.0,0,0.0,31.0,57.16,64.49,22.0,14529960.876157526,2076.0965564738294
2017-11-10,0.0,0.0,0,0.0,31.0,56.75,64.35,20.0,11429203.876157526,2093.6490530303026
2017-11-11,0.0,0.0,0,0.0,30.0,56.75,64.35,19.0,11421090.96077291,2144.4195275119614
2017-11-12,0.0,0.0,0,0.0,30.0,56.75,64.35,17.0,11577841.405217355,2134.570064616756
2017-11-13,0.0,0.0,0,0.0,30.0,56.77,62.94,20.0,13651958.305217355,2010.7971401515151
2017-11-14,2.425,9.7,4,4.0,30.0,55.67,60.91,19.0,12790367.905217355,2030.7443580542263
2017-11-15,0.0,0.0,0,-4.0,30.0,55.28,61.25,20.0,15864693.405217355,1952.1439971590905
2017-11-16,0.0,0.0,0,0.0,30.0,55.14,61.18,20.0,15864693.405217355,1952.1439971590905
2017-11-17,0.0,0.0,0,0.0,30.0,56.21,61.34,18.0,13612847.538550686,1944.119087752525
2017-11-18,0.0,0.0,0,0.0,,56.21,61.34,18.0,13612847.538550686,1944.119087752525
2017-11-19,0.0,0.0,0,0.0,,56.21,61.34,17.0,11225100.175547026,1996.65628342246
2017-11-20,0.0,0.0,0,0.0,,56.21,61.34,19.0,14061559.425547026,1899.5783991228072
2017-11-21,0.0,0.0,0,0.0,,56.84,62.28,21.0,17911791.592213694,1951.115413059163
2017-11-22,0.0,0.0,0,0.0,,57.88,62.92,22.0,18479718.39221369,1844.460657713499
2017-11-23,0.0,0.0,0,0.0,,57.88,63.27,21.0,15285282.392213691,1845.8625721500725
2017-11-24,0.0,0.0,0,0.0,,58.94,63.58,19.0,14921188.492213693,1935.6879086921851
2017-11-25,0.0,0.0,0,0.0,30.0,58.94,63.58,14.0,10379711.065743104,2081.399688852814
2017-11-26,0.0,0.0,0,0.0,30.0,58.94,63.58,16.0,10916831.637171675,2120.4188920454544
2017-11-27,0.0,0.0,0,0.0,30.0,58.1,63.25,15.0,9316075.137171675,2180.9338636363636
2017-11-28,0.0,0.0,0,0.0,30.0,57.96,63.56,15.0,9316075.137171675,2180.9338636363636
2017-11-29,0.0,0.0,0,0.0,30.0,57.25,63.74,15.0,9316075.137171675,2180.9338636363636
2017-11-30,0.0,0.0,0,0.0,30.0,57.4,63.53,16.0,11202738.909171674,2156.2888359375
2017-12-01,0.0,0.0,0,0.0,30.0,58.35,64.57,14.0,7418107.242505009,2072.9391891233768
2017-12-02,0.0,0.0,0,0.0,30.0,58.35,64.57,14.0,7418107.242505009,2072.9391891233768
2017-12-03,0.0,0.0,0,0.0,30.0,58.35,64.57,13.0,6629620.857889624,2083.0615072843825
2017-12-04,0.0,0.0,0,0.0,30.0,57.48,63.45,13.0,8178287.572175337,2065.720510780886
