,Daily_Sum,Daily_Avg,Daily_Count,Rig_Count,WTI_Spot_Price,Brent_Spot_Price,fracs_per_day,volume_per_day,avg_volh2o_per_ft,APIs
2010-03-01,0.0,0.0,0,22.0,,,,,,
2010-03-02,0.0,0.0,0,22.0,,,,,,
2010-03-03,0.0,0.0,0,22.0,,,,,,
2010-03-04,0.0,0.0,0,22.0,,,,,,
2010-03-05,0.0,0.0,0,22.0,,,,,,
2010-03-06,0.0,0.0,0,24.0,,,,,,
2010-03-07,0.0,0.0,0,24.0,,,,,,
2010-03-08,3.0,3.0,1,24.0,,,,,,
2010-03-09,0.0,0.0,0,24.0,,,,,,
2010-03-10,0.0,0.0,0,24.0,,,,,,
2010-03-11,0.0,0.0,0,24.0,,,,,,
2010-03-12,0.0,0.0,0,24.0,,,,,,
2010-03-13,0.0,0.0,0,23.0,,,,,,
2010-03-14,0.0,0.0,0,23.0,,,,,,
2010-03-15,0.0,0.0,0,23.0,,,,,,
2010-03-16,0.0,0.0,0,23.0,,,,,,
2010-03-17,0.0,0.0,0,23.0,,,,,,
2010-03-18,0.0,0.0,0,23.0,,,,,,
2010-03-19,0.0,0.0,0,23.0,,,,,,
2010-03-20,0.0,0.0,0,20.0,,,,,,
2010-03-21,0.0,0.0,0,20.0,,,,,,
2010-03-22,0.0,0.0,0,20.0,,,,,,
2010-03-23,0.0,0.0,0,20.0,,,,,,
2010-03-24,0.0,0.0,0,20.0,,,,,,
2010-03-25,0.0,0.0,0,20.0,,,,,,
2010-03-26,0.0,0.0,0,20.0,,,,,,
2010-03-27,0.0,0.0,0,22.0,,,,,,
2010-03-28,0.0,0.0,0,22.0,,,,,,
2010-03-29,0.0,0.0,0,22.0,,,,,,
2010-03-30,0.0,0.0,0,22.0,,,,,,
2010-03-31,0.0,0.0,0,22.0,,,,,,
2010-04-01,0.0,0.0,0,22.0,,,,,,
2010-04-02,0.0,0.0,0,26.0,,,,,,
2010-04-03,0.0,0.0,0,26.0,,,,,,
2010-04-04,0.0,0.0,0,26.0,,,,,,
2010-04-05,0.0,0.0,0,26.0,,,,,,
2010-04-06,0.0,0.0,0,26.0,,,,,,
2010-04-07,0.0,0.0,0,26.0,,,,,,
2010-04-08,0.0,0.0,0,26.0,,,,,,
2010-04-09,0.0,0.0,0,26.0,,,,,,
2010-04-10,0.0,0.0,0,26.0,,,,,,
2010-04-11,0.0,0.0,0,26.0,,,,,,
2010-04-12,0.0,0.0,0,26.0,,,,,,
2010-04-13,0.0,0.0,0,26.0,,,,,,
2010-04-14,0.0,0.0,0,26.0,,,,,,
2010-04-15,0.0,0.0,0,26.0,,,,,,
2010-04-16,0.0,0.0,0,26.0,,,,,,
2010-04-17,0.0,0.0,0,26.0,,,,,,
2010-04-18,0.0,0.0,0,26.0,,,,,,
2010-04-19,0.0,0.0,0,26.0,,,,,,
2010-04-20,0.0,0.0,0,26.0,,,,,,
2010-04-21,0.0,0.0,0,26.0,,,,,,
2010-04-22,0.0,0.0,0,26.0,,,,,,
2010-04-23,0.0,0.0,0,26.0,,,,,,
2010-04-24,0.0,0.0,0,25.0,,,,,,
2010-04-25,0.0,0.0,0,25.0,,,,,,
2010-04-26,0.0,0.0,0,25.0,,,,,,
2010-04-27,0.0,0.0,0,25.0,,,,,,
2010-04-28,0.0,0.0,0,25.0,,,,,,
2010-04-29,0.0,0.0,0,25.0,,,,,,
2010-04-30,0.0,0.0,0,25.0,,,,,,
2010-05-01,0.0,0.0,0,22.0,,,,,,
2010-05-02,0.0,0.0,0,22.0,,,,,,
2010-05-03,0.0,0.0,0,22.0,,,,,,
2010-05-04,0.0,0.0,0,22.0,,,,,,
2010-05-05,0.0,0.0,0,22.0,,,,,,
2010-05-06,0.0,0.0,0,22.0,,,,,,
2010-05-07,0.0,0.0,0,22.0,,,,,,
2010-05-08,0.0,0.0,0,25.0,,,,,,
2010-05-09,0.0,0.0,0,25.0,,,,,,
2010-05-10,0.0,0.0,0,25.0,,,,,,
2010-05-11,0.0,0.0,0,25.0,,,,,,
2010-05-12,0.0,0.0,0,25.0,,,,,,
2010-05-13,0.0,0.0,0,25.0,,,,,,
2010-05-14,0.0,0.0,0,25.0,,,,,,
2010-05-15,0.0,0.0,0,28.0,,,,,,
2010-05-16,0.0,0.0,0,28.0,,,,,,
2010-05-17,0.0,0.0,0,28.0,,,,,,
2010-05-18,0.0,0.0,0,28.0,,,,,,
2010-05-19,0.0,0.0,0,28.0,,,,,,
2010-05-20,0.0,0.0,0,28.0,,,,,,
2010-05-21,0.0,0.0,0,28.0,,,,,,
2010-05-22,0.0,0.0,0,30.0,,,,,,
2010-05-23,0.0,0.0,0,30.0,,,,,,
2010-05-24,0.0,0.0,0,30.0,,,,,,
2010-05-25,0.0,0.0,0,30.0,,,,,,
2010-05-26,0.0,0.0,0,30.0,,,,,,
2010-05-27,0.0,0.0,0,30.0,,,,,,
2010-05-28,0.0,0.0,0,30.0,,,,,,
2010-05-29,0.0,0.0,0,27.0,,,,,,
2010-05-30,0.0,0.0,0,27.0,,,,,,
2010-05-31,0.0,0.0,0,27.0,,,,,,
2010-06-01,0.0,0.0,0,27.0,,,,,,
2010-06-02,0.0,0.0,0,27.0,,,,,,
2010-06-03,0.0,0.0,0,27.0,,,,,,
2010-06-04,0.0,0.0,0,27.0,,,,,,
2010-06-05,0.0,0.0,0,26.0,,,,,,
2010-06-06,0.0,0.0,0,26.0,,,,,,
2010-06-07,0.0,0.0,0,26.0,,,,,,
2010-06-08,0.0,0.0,0,26.0,,,,,,
2010-06-09,0.0,0.0,0,26.0,,,,,,
2010-06-10,0.0,0.0,0,26.0,,,,,,
2010-06-11,0.0,0.0,0,26.0,,,,,,
2010-06-12,0.0,0.0,0,29.0,,,,,,
2010-06-13,0.0,0.0,0,29.0,,,,,,
2010-06-14,0.0,0.0,0,29.0,,,,,,
2010-06-15,0.0,0.0,0,29.0,,,,,,
2010-06-16,0.0,0.0,0,29.0,,,,,,
2010-06-17,0.0,0.0,0,29.0,,,,,,
2010-06-18,0.0,0.0,0,29.0,,,,,,
2010-06-19,0.0,0.0,0,30.0,,,,,,
2010-06-20,0.0,0.0,0,30.0,,,,,,
2010-06-21,0.0,0.0,0,30.0,,,,,,
2010-06-22,0.0,0.0,0,30.0,,,,,,
2010-06-23,0.0,0.0,0,30.0,,,,,,
2010-06-24,0.0,0.0,0,30.0,,,,,,
2010-06-25,0.0,0.0,0,30.0,,,,,,
2010-06-26,0.0,0.0,0,29.0,,,,,,
2010-06-27,0.0,0.0,0,29.0,,,,,,
2010-06-28,0.0,0.0,0,29.0,,,,,,
2010-06-29,0.0,0.0,0,29.0,,,,,,
2010-06-30,0.0,0.0,0,29.0,,,,,,
2010-07-01,0.0,0.0,0,29.0,,,,,,
2010-07-02,0.0,0.0,0,29.0,,,,,,
2010-07-03,0.0,0.0,0,25.0,,,,,,
2010-07-04,0.0,0.0,0,25.0,,,,,,
2010-07-05,0.0,0.0,0,25.0,,,,,,
2010-07-06,0.0,0.0,0,25.0,,,,,,
2010-07-07,0.0,0.0,0,25.0,,,,,,
2010-07-08,0.0,0.0,0,25.0,,,,,,
2010-07-09,0.0,0.0,0,25.0,,,,,,
2010-07-10,0.0,0.0,0,30.0,,,,,,
2010-07-11,0.0,0.0,0,30.0,,,,,,
2010-07-12,0.0,0.0,0,30.0,,,,,,
2010-07-13,0.0,0.0,0,30.0,,,,,,
2010-07-14,0.0,0.0,0,30.0,,,,,,
2010-07-15,0.0,0.0,0,30.0,,,,,,
2010-07-16,0.0,0.0,0,30.0,,,,,,
2010-07-17,0.0,0.0,0,32.0,,,,,,
2010-07-18,0.0,0.0,0,32.0,,,,,,
2010-07-19,0.0,0.0,0,32.0,,,,,,
2010-07-20,0.0,0.0,0,32.0,,,,,,
2010-07-21,0.0,0.0,0,32.0,,,,,,
2010-07-22,0.0,0.0,0,32.0,,,,,,
2010-07-23,0.0,0.0,0,32.0,,,,,,
2010-07-24,0.0,0.0,0,33.0,,,,,,
2010-07-25,0.0,0.0,0,33.0,,,,,,
2010-07-26,0.0,0.0,0,33.0,,,,,,
2010-07-27,0.0,0.0,0,33.0,,,,,,
2010-07-28,0.0,0.0,0,33.0,,,,,,
2010-07-29,0.0,0.0,0,33.0,,,,,,
2010-07-30,0.0,0.0,0,33.0,,,,,,
2010-07-31,0.0,0.0,0,36.0,,,,,,
2010-08-01,0.0,0.0,0,36.0,,,,,,
2010-08-02,0.0,0.0,0,36.0,,,,,,
2010-08-03,0.0,0.0,0,36.0,,,,,,
2010-08-04,0.0,0.0,0,36.0,,,,,,
2010-08-05,0.0,0.0,0,36.0,,,,,,
2010-08-06,0.0,0.0,0,36.0,,,,,,
2010-08-07,0.0,0.0,0,38.0,,,,,,
2010-08-08,0.0,0.0,0,38.0,,,,,,
2010-08-09,0.0,0.0,0,38.0,,,,,,
2010-08-10,0.0,0.0,0,38.0,,,,,,
2010-08-11,0.0,0.0,0,38.0,,,,,,
2010-08-12,0.0,0.0,0,38.0,,,,,,
2010-08-13,0.0,0.0,0,38.0,,,,,,
2010-08-14,0.0,0.0,0,37.0,,,,,,
2010-08-15,0.0,0.0,0,37.0,,,,,,
2010-08-16,0.0,0.0,0,37.0,,,,,,
2010-08-17,0.0,0.0,0,37.0,,,,,,
2010-08-18,0.0,0.0,0,37.0,,,,,,
2010-08-19,0.0,0.0,0,37.0,,,,,,
2010-08-20,0.0,0.0,0,37.0,,,,,,
2010-08-21,0.0,0.0,0,39.0,,,,,,
2010-08-22,0.0,0.0,0,39.0,,,,,,
2010-08-23,0.0,0.0,0,39.0,,,,,,
2010-08-24,0.0,0.0,0,39.0,,,,,,
2010-08-25,0.0,0.0,0,39.0,,,,,,
2010-08-26,0.0,0.0,0,39.0,,,,,,
2010-08-27,0.0,0.0,0,39.0,,,,,,
2010-08-28,0.0,0.0,0,37.0,,,,,,
2010-08-29,0.0,0.0,0,37.0,,,,,,
2010-08-30,0.0,0.0,0,37.0,,,,,,
2010-08-31,0.0,0.0,0,37.0,,,,,,
2010-09-01,0.0,0.0,0,37.0,,,,,,
2010-09-02,0.0,0.0,0,37.0,,,,,,
2010-09-03,0.0,0.0,0,37.0,,,,,,
2010-09-04,0.0,0.0,0,38.0,,,,,,
2010-09-05,0.0,0.0,0,38.0,,,,,,
2010-09-06,0.0,0.0,0,38.0,,,,,,
2010-09-07,0.0,0.0,0,38.0,,,,,,
2010-09-08,0.0,0.0,0,38.0,,,,,,
2010-09-09,0.0,0.0,0,38.0,,,,,,
2010-09-10,0.0,0.0,0,38.0,,,,,,
2010-09-11,0.0,0.0,0,38.0,,,,,,
2010-09-12,0.0,0.0,0,38.0,,,,,,
2010-09-13,0.0,0.0,0,38.0,,,,,,
2010-09-14,0.0,0.0,0,38.0,,,,,,
2010-09-15,0.0,0.0,0,38.0,,,,,,
2010-09-16,0.0,0.0,0,38.0,,,,,,
2010-09-17,0.0,0.0,0,38.0,,,,,,
2010-09-18,0.0,0.0,0,37.0,,,,,,
2010-09-19,0.0,0.0,0,37.0,,,,,,
2010-09-20,0.0,0.0,0,37.0,,,,,,
2010-09-21,0.0,0.0,0,37.0,,,,,,
2010-09-22,0.0,0.0,0,37.0,,,,,,
2010-09-23,0.0,0.0,0,37.0,,,,,,
2010-09-24,0.0,0.0,0,37.0,,,,,,
2010-09-25,0.0,0.0,0,36.0,,,,,,
2010-09-26,0.0,0.0,0,36.0,,,,,,
2010-09-27,0.0,0.0,0,36.0,,,,,,
2010-09-28,0.0,0.0,0,36.0,,,,,,
2010-09-29,0.0,0.0,0,36.0,,,,,,
2010-09-30,0.0,0.0,0,36.0,,,,,,
2010-10-01,0.0,0.0,0,36.0,,,,,,
2010-10-02,0.0,0.0,0,36.0,,,,,,
2010-10-03,0.0,0.0,0,36.0,,,,,,
2010-10-04,0.0,0.0,0,36.0,,,,,,
2010-10-05,0.0,0.0,0,36.0,,,,,,
2010-10-06,0.0,0.0,0,36.0,,,,,,
2010-10-07,0.0,0.0,0,36.0,,,,,,
2010-10-08,0.0,0.0,0,36.0,,,,,,
2010-10-09,0.0,0.0,0,36.0,,,,,,
2010-10-10,0.0,0.0,0,36.0,,,,,,
2010-10-11,0.0,0.0,0,36.0,,,,,,
2010-10-12,0.0,0.0,0,36.0,,,,,,
2010-10-13,0.0,0.0,0,36.0,,,,,,
2010-10-14,0.0,0.0,0,36.0,,,,,,
2010-10-15,0.0,0.0,0,36.0,,,,,,
2010-10-16,0.0,0.0,0,38.0,,,,,,
2010-10-17,0.0,0.0,0,38.0,,,,,,
2010-10-18,0.0,0.0,0,38.0,,,,,,
2010-10-19,0.0,0.0,0,38.0,,,,,,
2010-10-20,0.0,0.0,0,38.0,,,,,,
2010-10-21,0.0,0.0,0,38.0,,,,,,
2010-10-22,0.0,0.0,0,38.0,,,,,,
2010-10-23,0.0,0.0,0,36.0,,,,,,
2010-10-24,0.0,0.0,0,36.0,,,,,,
2010-10-25,0.0,0.0,0,36.0,,,,,,
2010-10-26,0.0,0.0,0,36.0,,,,,,
2010-10-27,0.0,0.0,0,36.0,,,,,,
2010-10-28,0.0,0.0,0,36.0,,,,,,
2010-10-29,0.0,0.0,0,36.0,,,,,,
2010-10-30,0.0,0.0,0,41.0,,,,,,
2010-10-31,0.0,0.0,0,41.0,,,,,,
2010-11-01,0.0,0.0,0,41.0,,,,,,
2010-11-02,0.0,0.0,0,41.0,,,,,,
2010-11-03,0.0,0.0,0,41.0,,,,,,
2010-11-04,0.0,0.0,0,41.0,,,,,,
2010-11-05,0.0,0.0,0,41.0,,,,,,
2010-11-06,0.0,0.0,0,48.0,,,,,,
2010-11-07,0.0,0.0,0,48.0,,,,,,
2010-11-08,0.0,0.0,0,48.0,,,,,,
2010-11-09,0.0,0.0,0,48.0,,,,,,
2010-11-10,0.0,0.0,0,48.0,,,,,,
2010-11-11,0.0,0.0,0,48.0,,,,,,
2010-11-12,0.0,0.0,0,48.0,,,,,,
2010-11-13,0.0,0.0,0,50.0,,,,,,
2010-11-14,0.0,0.0,0,50.0,,,,,,
2010-11-15,0.0,0.0,0,50.0,,,,,,
2010-11-16,0.0,0.0,0,50.0,,,,,,
2010-11-17,0.0,0.0,0,50.0,,,,,,
2010-11-18,0.0,0.0,0,50.0,,,,,,
2010-11-19,0.0,0.0,0,50.0,,,,,,
2010-11-20,0.0,0.0,0,52.0,,,,,,
2010-11-21,0.0,0.0,0,52.0,,,,,,
2010-11-22,0.0,0.0,0,52.0,,,,,,
2010-11-23,0.0,0.0,0,52.0,,,,,,
2010-11-24,0.0,0.0,0,52.0,,,,,,
2010-11-25,0.0,0.0,0,48.0,,,,,,
2010-11-26,0.0,0.0,0,48.0,,,,,,
2010-11-27,0.0,0.0,0,48.0,,,,,,
2010-11-28,0.0,0.0,0,48.0,,,,,,
2010-11-29,0.0,0.0,0,48.0,,,,,,
2010-11-30,0.0,0.0,0,48.0,,,,,,
2010-12-01,0.0,0.0,0,48.0,,,,,,
2010-12-02,0.0,0.0,0,48.0,,,,,,
2010-12-03,0.0,0.0,0,48.0,,,,,,
2010-12-04,0.0,0.0,0,48.0,,,,,,
2010-12-05,0.0,0.0,0,48.0,,,,,,
2010-12-06,0.0,0.0,0,48.0,,,,,,
2010-12-07,0.0,0.0,0,48.0,,,,,,
2010-12-08,0.0,0.0,0,48.0,,,,,,
2010-12-09,0.0,0.0,0,48.0,,,,,,
2010-12-10,0.0,0.0,0,48.0,,,,,,
2010-12-11,0.0,0.0,0,52.0,,,,,,
2010-12-12,0.0,0.0,0,52.0,,,,,,
2010-12-13,0.0,0.0,0,52.0,,,,,,
2010-12-14,0.0,0.0,0,52.0,,,,,,
2010-12-15,0.0,0.0,0,52.0,,,,,,
2010-12-16,0.0,0.0,0,52.0,,,,,,
2010-12-17,0.0,0.0,0,52.0,,,,,,
2010-12-18,0.0,0.0,0,47.0,,,,,,
2010-12-19,0.0,0.0,0,47.0,,,,,,
2010-12-20,0.0,0.0,0,47.0,,,,,,
2010-12-21,3.0,3.0,1,47.0,,,,,,
2010-12-22,0.0,0.0,0,47.0,,,,,,
2010-12-23,0.0,0.0,0,47.0,,,,,,
2010-12-24,0.0,0.0,0,47.0,,,,,,
2010-12-25,0.0,0.0,0,47.0,,,,,,
2010-12-26,0.0,0.0,0,47.0,,,,,,
2010-12-27,0.0,0.0,0,47.0,,,,,,
2010-12-28,0.0,0.0,0,47.0,,,,,,
2010-12-29,0.0,0.0,0,47.0,,,,,,
2010-12-30,0.0,0.0,0,47.0,,,,,,
2010-12-31,0.0,0.0,0,47.0,,,,,,
2011-01-01,0.0,0.0,0,47.0,91.59,95.82,,,,
2011-01-02,0.0,0.0,0,47.0,91.59,95.82,,,,
2011-01-03,0.0,0.0,0,47.0,91.59,95.82,,,,
2011-01-04,0.0,0.0,0,47.0,89.39,93.52,,,,
2011-01-05,0.0,0.0,0,47.0,90.3,95.07,,,,
2011-01-06,0.0,0.0,0,47.0,88.37,94.95,,,,
2011-01-07,0.0,0.0,0,47.0,88.07,94.25,,,,
2011-01-08,0.0,0.0,0,48.0,88.07,94.25,,,,
2011-01-09,0.0,0.0,0,48.0,88.07,94.25,,,,
2011-01-10,2.6,2.6,1,48.0,89.24,95.05,,,,
2011-01-11,0.0,0.0,0,48.0,91.11,96.8,,,,
2011-01-12,0.0,0.0,0,48.0,91.85,97.86,,,,
2011-01-13,0.0,0.0,0,48.0,91.39,97.86,,,,
2011-01-14,0.0,0.0,0,48.0,91.53,97.86,,,,
2011-01-15,0.0,0.0,0,50.0,91.53,97.86,,,,
2011-01-16,0.0,0.0,0,50.0,91.53,97.86,,,,
2011-01-17,0.0,0.0,0,50.0,91.53,97.86,,,,
2011-01-18,0.0,0.0,0,50.0,91.38,97.83,,,,
2011-01-19,0.0,0.0,0,50.0,90.85,98.42,,,,
2011-01-20,0.0,0.0,0,50.0,88.56,96.27,,,,
2011-01-21,0.0,0.0,0,50.0,88.22,96.84,,,,
2011-01-22,0.0,0.0,0,47.0,88.22,96.84,,,,
2011-01-23,0.0,0.0,0,47.0,88.22,96.84,,,,
2011-01-24,0.0,0.0,0,47.0,86.74,96.76,,,,
2011-01-25,0.0,0.0,0,47.0,85.08,96.76,,,,
2011-01-26,0.0,0.0,0,47.0,86.15,96.04,,,,
2011-01-27,0.0,0.0,0,47.0,84.45,96.48,,,,
2011-01-28,0.0,0.0,0,47.0,88.15,97.06,,,,
2011-01-29,0.0,0.0,0,47.0,88.15,97.06,,,,
2011-01-30,0.0,0.0,0,47.0,88.15,97.06,,,,
2011-01-31,0.0,0.0,0,47.0,90.99,98.97,,,,
2011-02-01,0.0,0.0,0,47.0,89.54,100.4,,,,
2011-02-02,0.0,0.0,0,47.0,89.78,101.3,,,,
2011-02-03,0.0,0.0,0,47.0,89.42,101.69,,,,
2011-02-04,0.0,0.0,0,47.0,87.87,99.43,,,,
2011-02-05,0.0,0.0,0,49.0,87.87,99.43,,,,
2011-02-06,0.0,0.0,0,49.0,87.87,99.43,,,,
2011-02-07,0.0,0.0,0,49.0,86.3,99.44,,,,
2011-02-08,0.0,0.0,0,49.0,85.85,99.25,,,,
2011-02-09,0.0,0.0,0,49.0,85.59,100.16,,,,
2011-02-10,0.0,0.0,0,49.0,85.44,100.74,,,,
2011-02-11,0.0,0.0,0,49.0,84.39,99.93,,,,
2011-02-12,0.0,0.0,0,49.0,84.39,99.93,,,,
2011-02-13,0.0,0.0,0,49.0,84.39,99.93,,,,
2011-02-14,0.0,0.0,0,49.0,83.66,103.12,,,,
2011-02-15,0.0,0.0,0,49.0,83.13,102.48,,,,
2011-02-16,0.0,0.0,0,49.0,83.8,102.78,,,,
2011-02-17,0.0,0.0,0,49.0,85.05,103.45,,,,
2011-02-18,0.0,0.0,0,49.0,85.03,102.2,,,,
2011-02-19,0.0,0.0,0,49.0,85.03,102.2,,,,
2011-02-20,0.0,0.0,0,49.0,85.03,102.2,,,,
2011-02-21,0.0,0.0,0,49.0,85.03,102.2,,,,
2011-02-22,0.0,0.0,0,49.0,92.65,106.82,,,,
2011-02-23,0.0,0.0,0,49.0,96.04,109.77,,,,
2011-02-24,0.0,0.0,0,49.0,95.83,113.91,,,,
2011-02-25,0.0,0.0,0,49.0,96.52,111.47,,,,
2011-02-26,0.0,0.0,0,52.0,96.52,111.47,,,,
2011-02-27,0.0,0.0,0,52.0,96.52,111.47,,,,
2011-02-28,0.0,0.0,0,52.0,97.1,112.27,,,,
2011-03-01,0.0,0.0,0,52.0,99.63,113.34,,,,
2011-03-02,0.0,0.0,0,52.0,102.27,116.89,,,,
2011-03-03,0.0,0.0,0,52.0,101.92,114.42,,,,
2011-03-04,0.0,0.0,0,52.0,104.34,115.71,,,,
2011-03-05,0.0,0.0,0,49.0,104.34,115.71,,,,
2011-03-06,0.0,0.0,0,49.0,104.34,115.71,,,,
2011-03-07,0.0,0.0,0,49.0,105.37,116.58,,,,
2011-03-08,0.0,0.0,0,49.0,105.06,112.32,,,,
2011-03-09,0.0,0.0,0,49.0,104.39,115.19,,,,
2011-03-10,0.0,0.0,0,49.0,102.73,114.07,,,,
2011-03-11,0.0,0.0,0,49.0,101.14,114.07,,,,
2011-03-12,0.0,0.0,0,50.0,101.14,114.07,,,,
2011-03-13,0.0,0.0,0,50.0,101.14,114.07,,,,
2011-03-14,0.0,0.0,0,50.0,101.2,112.95,,,,
2011-03-15,0.0,0.0,0,50.0,97.23,111.11,,,,
2011-03-16,0.0,0.0,0,50.0,97.99,110.96,,,,
2011-03-17,0.0,0.0,0,50.0,101.47,114.18,,,,
2011-03-18,0.0,0.0,0,50.0,101.06,114.13,,,,
2011-03-19,0.0,0.0,0,51.0,101.06,114.13,,,,
2011-03-20,0.0,0.0,0,51.0,101.06,114.13,,,,
2011-03-21,0.0,0.0,0,51.0,102.36,114.92,,,,
2011-03-22,0.0,0.0,0,51.0,104.53,115.63,,,,
2011-03-23,0.0,0.0,0,51.0,105.21,115.65,,,,
2011-03-24,0.0,0.0,0,51.0,105.04,115.41,,,,
2011-03-25,0.0,0.0,0,51.0,104.89,115.45,,,,
2011-03-26,0.0,0.0,0,51.0,104.89,115.45,,,,
2011-03-27,0.0,0.0,0,51.0,104.89,115.45,,,,
2011-03-28,0.0,0.0,0,51.0,103.54,115.95,,,,
2011-03-29,0.0,0.0,0,51.0,104.34,115.58,,,,
2011-03-30,0.0,0.0,0,51.0,103.8,115.35,,,,
2011-03-31,0.0,0.0,0,51.0,106.19,116.94,,,,
2011-04-01,0.0,0.0,0,51.0,107.55,118.63,,,,
2011-04-02,0.0,0.0,0,56.0,107.55,118.63,,,,
2011-04-03,0.0,0.0,0,56.0,107.55,118.63,,,,
2011-04-04,0.0,0.0,0,56.0,108.14,120.07,,,,
2011-04-05,0.0,0.0,0,56.0,107.82,122.87,,,,
2011-04-06,0.0,0.0,0,56.0,108.38,123.01,,,,
2011-04-07,0.0,0.0,0,56.0,109.82,122.9,,,,
2011-04-08,0.0,0.0,0,56.0,112.27,126.3,,,,
2011-04-09,0.0,0.0,0,54.0,112.27,126.3,,,,
2011-04-10,0.0,0.0,0,54.0,112.27,126.3,,,,
2011-04-11,0.0,0.0,0,54.0,109.5,126.46,,,,
2011-04-12,0.0,0.0,0,54.0,105.75,121.33,,,,
2011-04-13,0.0,0.0,0,54.0,106.6,122.7,,,,
2011-04-14,0.0,0.0,0,54.0,107.73,122.74,,,,
2011-04-15,0.0,0.0,0,54.0,109.17,124.63,,,,
2011-04-16,0.0,0.0,0,54.0,109.17,124.63,,,,
2011-04-17,0.0,0.0,0,54.0,109.17,124.63,,,,
2011-04-18,0.0,0.0,0,54.0,106.7,121.69,,,,
2011-04-19,0.0,0.0,0,54.0,107.18,121.35,,,,
2011-04-20,0.0,0.0,0,54.0,110.84,124.26,,,,
2011-04-21,0.0,0.0,0,54.0,111.72,123.64,,,,
2011-04-22,0.0,0.0,0,51.0,111.72,123.64,,,,
2011-04-23,0.0,0.0,0,51.0,111.72,123.64,,,,
2011-04-24,0.0,0.0,0,51.0,111.72,123.64,,,,
2011-04-25,0.0,0.0,0,51.0,111.68,123.64,,,,
2011-04-26,0.0,0.0,0,51.0,111.72,124.55,,,,
2011-04-27,0.0,0.0,0,51.0,112.31,124.94,,,,
2011-04-28,0.0,0.0,0,51.0,112.38,126.59,,,,
2011-04-29,0.0,0.0,0,51.0,113.39,126.59,,,,
2011-04-30,0.0,0.0,0,52.0,113.39,126.59,,,,
2011-05-01,0.0,0.0,0,52.0,113.39,126.59,,,,
2011-05-02,0.0,0.0,0,52.0,113.03,126.64,,,,
2011-05-03,0.0,0.0,0,52.0,110.6,124.01,,,,
2011-05-04,0.0,0.0,0,52.0,108.79,121.55,,,,
2011-05-05,0.0,0.0,0,52.0,99.89,111.93,,,,
2011-05-06,0.0,0.0,0,52.0,96.87,113.69,,,,
2011-05-07,0.0,0.0,0,52.0,96.87,113.69,,,,
2011-05-08,0.0,0.0,0,52.0,96.87,113.69,,,,
2011-05-09,0.0,0.0,0,52.0,100.32,113.21,,,,
2011-05-10,0.0,0.0,0,52.0,103.39,117.82,,,,
2011-05-11,0.0,0.0,0,52.0,97.88,115.66,,,,
2011-05-12,0.0,0.0,0,52.0,98.53,112.87,,,,
2011-05-13,0.0,0.0,0,52.0,99.21,113.08,,,,
2011-05-14,0.0,0.0,0,53.0,99.21,113.08,,,,
2011-05-15,0.0,0.0,0,53.0,99.21,113.08,,,,
2011-05-16,0.0,0.0,0,53.0,96.91,113.72,,,,
2011-05-17,0.0,0.0,0,53.0,96.4,109.39,,,,
2011-05-18,0.0,0.0,0,53.0,99.52,112.54,,,,
2011-05-19,0.0,0.0,0,53.0,97.99,113.2,,,,
2011-05-20,0.0,0.0,0,53.0,99.15,111.25,,,,
2011-05-21,0.0,0.0,0,57.0,99.15,111.25,,,,
2011-05-22,0.0,0.0,0,57.0,99.15,111.25,,,,
2011-05-23,0.0,0.0,0,57.0,97.06,110.13,,,,
2011-05-24,0.0,0.0,0,57.0,99.13,112.52,,,,
2011-05-25,0.0,0.0,0,57.0,100.78,114.47,,,,
2011-05-26,0.0,0.0,0,57.0,100.18,115.06,,,,
2011-05-27,0.0,0.0,0,57.0,100.58,114.85,,,,
2011-05-28,0.0,0.0,0,62.0,100.58,114.85,,,,
2011-05-29,0.0,0.0,0,62.0,100.58,114.85,,,,
2011-05-30,0.0,0.0,0,62.0,100.58,114.85,,,,
2011-05-31,0.0,0.0,0,62.0,102.7,117.18,,,,
2011-06-01,0.0,0.0,0,62.0,100.3,116.15,,,,
2011-06-02,0.0,0.0,0,62.0,100.41,114.3,,,,
2011-06-03,0.0,0.0,0,62.0,100.28,115.09,,,,
2011-06-04,0.0,0.0,0,70.0,100.28,115.09,,,,
2011-06-05,0.0,0.0,0,70.0,100.28,115.09,,,,
2011-06-06,0.0,0.0,0,70.0,99.07,115.4,,,,
2011-06-07,0.0,0.0,0,70.0,99.18,116.14,,,,
2011-06-08,0.0,0.0,0,70.0,100.77,118.43,,,,
2011-06-09,0.0,0.0,0,70.0,101.95,119.95,,,,
2011-06-10,0.0,0.0,0,70.0,99.3,118.71,,,,
2011-06-11,0.0,0.0,0,65.0,99.3,118.71,,,,
2011-06-12,0.0,0.0,0,65.0,99.3,118.71,,,,
2011-06-13,0.0,0.0,0,65.0,97.2,120.49,,,,
2011-06-14,0.0,0.0,0,65.0,99.37,120.35,,,,
2011-06-15,0.0,0.0,0,65.0,94.83,114.67,,,,
2011-06-16,0.0,0.0,0,65.0,94.95,114.69,,,,
2011-06-17,0.0,0.0,0,65.0,93.02,113.74,,,,
2011-06-18,0.0,0.0,0,66.0,93.02,113.74,,,,
2011-06-19,0.0,0.0,0,66.0,93.02,113.74,,,,
2011-06-20,0.0,0.0,0,66.0,93.23,112.21,,,,
